Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
MP,2,Meadow Pond,MP_2,8/2/2019,2019,8,2,9:45:00,9:56:00,0:11,"CL,EP,BC",Rural,43.04132307,-89.56619813,290968.7573,4768599.759,City of Madison Storm Water,Headwaters Sugar River,Badger Mill Creek,434.2,9849,NA,1995,Natural,0.035714286,0,0.071428571,0.064285714,0.814285714,0.014285714,0.099542334,0.04576659,0.011441648,0.043478261,0.797482838,0.00228833,0,0.329708071,0.025758443,0.007155123,0.085289067,0.043216943,0.093875215,0.007155123,0.010589582,0.360045793,0,0.031196337,0.003720664,0.002289639,0,0.135661133,0.067544362,0.007155123,0.093875215,0.692043503,0.003720664,24,0,89.5661,5,NA,19,25.2,347.8,346.7,105.5,8.45,0.16,71.66,153,NA,6.81,87.43,325.3,7.28,0.15,147.03,25.25,134.63,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,13,6,10,23,1,29,1,4,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,bluegill,0,0,0,1,0,0,0,1,1,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,bluegill fry might be pumpkinseed fry in sweeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDT,3,Midtown Pond,MDT_3,5/29/2020,2020,5,29,8:35:00,9:25:00,0:50,DCT,Rural,43.03737383,-89.5272514,294128.1195,4768064.858,CITY OF MADISON PARKS MIDTOWN COMMONS PARK,Headwaters Sugar River,Badger Mill Creek,248.69,4484,NA,2005,Stormwater,0.3,0.028571429,0,0.064285714,0.585714286,0.007142857,0.324942792,0.026315789,0,0.036613272,0.607551487,0.001144165,0.000859,0.440881764,0.043229316,0.005725737,0.164328657,0.16318351,0.096478672,0,0.000286,0.048668766,0.000286,0.034354423,0.000286,0.001431434,0,0.333237904,0.077870026,0,0.096478672,0.491268251,0.000286,16,10,66,0,5,0,20.7,81.2,88.4,86.4,7.49,0.04,344.09,150.3,8.33,6.35,75.4,110.15,7.84,0.05,139.2,22.43,131.69,NA,0,85,2,13,65,35,"Mud,Rock ,Sand",2,4,3,1,2.5,2.13,"Film over surface, lots of alage, it looks like it gets mowed.",NA,29,12,11,3,6,17,0,29,0,3,3,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,"Unknown Medium fish,,,,",0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDT,4,Midtown Pond,MDT_4,7/11/2020,2020,7,11,6:52:00,7:54:00,1:02,DCT,Rural,43.03737383,-89.5272514,294128.1195,4768064.858,CITY OF MADISON PARKS MIDTOWN COMMONS PARK,Headwaters Sugar River,Badger Mill Creek,248.69,4484,NA,2005,Stormwater,0.3,0.028571429,0,0.064285714,0.585714286,0.007142857,0.324942792,0.026315789,0,0.036613272,0.607551487,0.001144165,0.000859,0.440881764,0.043229316,0.005725737,0.164328657,0.16318351,0.096478672,0,0.000286,0.048668766,0.000286,0.034354423,0.000286,0.001431434,0,0.333237904,0.077870026,0,0.096478672,0.491268251,0.000286,19,2,87,50,5,0,24.2,60.3,61.1,58.6,4.73,0.03,278.3,147.3,7.35,6.35,75.4,110.15,7.84,0.05,139.2,22.43,131.69,NA,0,85,5,10,35,65,"Firm Soil,,NA",2,4,1,0,1.75,2.13,"Water turbid, hard to gauge submergent. Lots of floating Pota. With coontail beneath, some floating algae.",NA,29,12,11,3,6,17,0,29,0,3,3,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDT,1,Midtown Pond,MDT_1,6/19/2019,2019,6,19,9:05:00,NA,NA,"CL,EC,DP",Rural,43.03737383,-89.5272514,294128.1195,4768064.858,CITY OF MADISON PARKS MIDTOWN COMMONS PARK,Headwaters Sugar River,Badger Mill Creek,248.69,4484,329,2005,Stormwater,0.3,0.028571429,0,0.064285714,0.585714286,0.007142857,0.324942792,0.026315789,0,0.036613272,0.607551487,0.001144165,0.000859,0.440881764,0.043229316,0.005725737,0.164328657,0.16318351,0.096478672,0,0.000286,0.048668766,0.000286,0.034354423,0.000286,0.001431434,0,0.333237904,0.077870026,0,0.096478672,0.491268251,0.000286,17,4,93,100,NA,2,21.7,171.4,183,113.9,9.62,0.09,35.98,102.2,NA,6.35,75.4,110.15,7.84,0.05,139.2,22.43,131.69,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no pond area survey done, people say there is a muskrat, huge planorbids,no toad larvae found only adult",29,12,11,3,6,17,0,29,0,3,3,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,NA,sunfish,0,0,1,0,0,0,1,1,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,planorbid,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDT,2,Midtown Pond,MDT_2,8/2/2019,2019,8,2,7:45:00,7:59:00,0:14,"BC,CL,EP",Rural,43.03737383,-89.5272514,294128.1195,4768064.858,CITY OF MADISON PARKS MIDTOWN COMMONS PARK,Headwaters Sugar River,Badger Mill Creek,248.69,4484,326,2005,Stormwater,0.3,0.028571429,0,0.064285714,0.585714286,0.007142857,0.324942792,0.026315789,0,0.036613272,0.607551487,0.001144165,0.000859,0.440881764,0.043229316,0.005725737,0.164328657,0.16318351,0.096478672,0,0.000286,0.048668766,0.000286,0.034354423,0.000286,0.001431434,0,0.333237904,0.077870026,0,0.096478672,0.491268251,0.000286,19,0,71,5,NA,2,23.1,104.1,108.1,42.7,3.55,0.05,15.01,157,NA,6.35,75.4,110.15,7.84,0.05,139.2,22.43,131.69,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no infow, outflow, sl, or dept recorded; Flour - OVER",29,12,11,3,6,17,0,29,0,3,3,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,nothing in 20 sweeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVP,3,Oakwood Village Pond,OVP_3,6/15/2020,2020,6,15,8:35:00,10:05:00,1:30,DCT,Green Space,43.05927462,-89.48943524,297280.9726,4770404.98,HOME OAKWOOD LUTHERAN,Lake Mendota-Yahara River,Lake Mendota-Yahara River,760.15,2242,NA,1937,Stormwater,0.546099291,0.425531915,0,0.021276596,0,0.007092199,0.759450172,0.109965636,0,0.045819015,0.083619702,0.001145475,0,0.000858,0.008011445,0.110729614,0.323891273,0.303004292,0.122460658,0,0,0.079828326,0.000858,0.043776824,0.00658083,0,0,0.737625179,0.051788269,0,0.122460658,0.081545064,0.00658083,16,8,55,0,2,20,15.8,186.6,226.6,37.5,3.65,0.11,366.27,197.9,7.17,5.14,59.88,317.48,7.06,0.15,145.03,21.48,209.58,NA,2,80,5,15,90,10,"Firm Soil,Leaf Litter,NA",3,1,2,5,2.75,3,"Very clear but stained with tannins, leaf litter and lots of wood. Little plant diversity. Sign says it occasionally dries. Newts are other",NA,28,4,20,0,4,24,0,28,0,4,4,0,0,1,0,0,0,0,0,1,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVP,4,Oakwood Village Pond,OVP_4,7/26/2020,2020,7,26,7:50:00,8:52:00,1:02,"DCT, Lucas",Green Space,43.05927462,-89.48943524,297280.9726,4770404.98,HOME OAKWOOD LUTHERAN,Lake Mendota-Yahara River,Lake Mendota-Yahara River,760.15,2242,NA,1937,Stormwater,0.546099291,0.425531915,0,0.021276596,0,0.007092199,0.759450172,0.109965636,0,0.045819015,0.083619702,0.001145475,0,0.000858,0.008011445,0.110729614,0.323891273,0.303004292,0.122460658,0,0,0.079828326,0.000858,0.043776824,0.00658083,0,0,0.737625179,0.051788269,0,0.122460658,0.081545064,0.00658083,26,8,87,40,2,15,25,100,100.1,32.8,2.58,0.05,5.99,123.7,6.94,5.14,59.88,317.48,7.06,0.15,145.03,21.48,209.58,NA,2,45,1,55,100,0,"Firm Soil,Leaf Litter,NA",5,1,2,5,3.25,3,"Water level ~2m lower than previous high water line. Lots of floating vegetation made submergent detection and estimation difficult. Talked to 2 residents, informed us that some of the amphibians may be planted by Bob Greenlar and water in pond rarely dries.",NA,28,4,20,0,4,24,0,28,0,4,4,0,0,1,0,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OVP,1,Oakwood Village Pond,OVP_1,6/21/2019,2019,6,21,11:10:00,12:05:00,0:55,"ES,CL,BC",Green Space,43.05927462,-89.48943524,297280.9726,4770404.98,HOME OAKWOOD LUTHERAN,Lake Mendota-Yahara River,Lake Mendota-Yahara River,760.15,2242,231,1937,Stormwater,0.546099291,0.425531915,0,0.021276596,0,0.007092199,0.759450172,0.109965636,0,0.045819015,0.083619702,0.001145475,0,0.000858,0.008011445,0.110729614,0.323891273,0.303004292,0.122460658,0,0,0.079828326,0.000858,0.043776824,0.00658083,0,0,0.737625179,0.051788269,0,0.122460658,0.081545064,0.00658083,22,9,47,90,NA,20,20.5,553,605,110.9,9.65,0.29,183.51,150.5,NA,5.14,59.88,317.48,7.06,0.15,145.03,21.48,209.58,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No area/perimeter calculated, no inflow/outflow seen,",28,4,20,0,4,24,0,28,0,4,4,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,"Backswimmers, beetle larvae, physid snails",6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVP,2,Oakwood Village Pond,OVP_2,7/16/2019,2019,7,16,9:22:00,9:53:00,0:31,"ES,EP,CL",Green Space,43.05927462,-89.48943524,297280.9726,4770404.98,HOME OAKWOOD LUTHERAN,Lake Mendota-Yahara River,Lake Mendota-Yahara River,760.15,2242,310,1937,Stormwater,0.546099291,0.425531915,0,0.021276596,0,0.007092199,0.759450172,0.109965636,0,0.045819015,0.083619702,0.001145475,0,0.000858,0.008011445,0.110729614,0.323891273,0.303004292,0.122460658,0,0,0.079828326,0.000858,0.043776824,0.00658083,0,0,0.737625179,0.051788269,0,0.122460658,0.081545064,0.00658083,24,6,74,10,NA,13,24.6,335.5,338.2,58.3,4.68,0.16,78.95,108,NA,5.14,59.88,317.48,7.06,0.15,145.03,21.48,209.58,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other amphibian=Newts,28,4,20,0,4,24,0,28,0,4,4,0,0,1,0,1,0,0,0,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ODP-UW,3,Observatory Dr. Pond,ODP-UW_3,5/20/2020,2020,5,20,11:23:00,12:30:00,1:07,DCT,Urban,43.07686611,-89.4230926,302740.0477,4772200.399,UNIV OF WIS REGENTS,Lake Mendota-Yahara River,Lake Mendota-Yahara River,18.19,756,NA,2010,Stormwater,0.611111111,0.006944444,0.027777778,0.284722222,0.0625,0.006944444,0.709049255,0.001145475,0.025200458,0.073310424,0.022909507,0.16838488,0.000287,0.005455067,0.000861,0.112546655,0.244903819,0.271317829,0.055412001,0.024404249,0,0.02670112,0.000574,0.0097617,0.245190927,0,0.002583979,0.628768303,0.010623026,0.026988229,0.055412001,0.032730405,0.245190927,18,13,62,15,4,1,15,167.1,206.8,130.2,12.83,0.1,311,72.86,7.7,7.11,78.7,274.83,7.66,0.13,70.67,20.25,116.61,NA,0,10,70,20,40,60,"Firm Soil,Rock ,NA",1,5,2,0,2,2,"Clearwater, emergent dominant, however, lots of duckweed and floating and submergent veg",NA,35,13,16,1,6,22,0,35,0,5,3,0,0,1,0,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,2,NA,"Large schools of small cyprinids,,,,NA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODP-UW,4,Observatory Dr. Pond,ODP-UW_4,7/8/2020,2020,7,8,8:42:00,9:46:00,1:04,DCT,Urban,43.07686611,-89.4230926,302740.0477,4772200.399,UNIV OF WIS REGENTS,Lake Mendota-Yahara River,Lake Mendota-Yahara River,18.19,756,NA,2010,Stormwater,0.611111111,0.006944444,0.027777778,0.284722222,0.0625,0.006944444,0.709049255,0.001145475,0.025200458,0.073310424,0.022909507,0.16838488,0.000287,0.005455067,0.000861,0.112546655,0.244903819,0.271317829,0.055412001,0.024404249,0,0.02670112,0.000574,0.0097617,0.245190927,0,0.002583979,0.628768303,0.010623026,0.026988229,0.055412001,0.032730405,0.245190927,23,5,85,30,4,0,20.6,331.1,361.1,75.9,6.61,0.17,222.7,57.68,7.62,7.11,78.7,274.83,7.66,0.13,70.67,20.25,116.61,NA,0,10,70,20,40,60,"Firm Soil,Rock ,NA",1,5,2,0,2,2,"Heavy rain the night before. Thick elodia under DW. Lots of ranid metamorphs (leopard). Lots of raccoon scat. Schools of shiners, lots of amphipods and corixids.",NA,35,13,16,1,6,22,0,35,0,5,3,0,0,1,1,0,0,0,0,0,NA,"Painted,,,,NA",1,0,0,2,NA,"Shiner,,,,NA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODP-UW,1,Observatory Dr. Pond,ODP-UW_1,6/5/2019,2019,6,5,9:00:00,9:51:00,0:51,"ES,EC,EP",Urban,43.07686611,-89.4230926,302740.0477,4772200.399,UNIV OF WIS REGENTS,Lake Mendota-Yahara River,Lake Mendota-Yahara River,18.19,756,9,2010,Stormwater,0.611111111,0.006944444,0.027777778,0.284722222,0.0625,0.006944444,0.709049255,0.001145475,0.025200458,0.073310424,0.022909507,0.16838488,0.000287,0.005455067,0.000861,0.112546655,0.244903819,0.271317829,0.055412001,0.024404249,0,0.02670112,0.000574,0.0097617,0.245190927,0,0.002583979,0.628768303,0.010623026,0.026988229,0.055412001,0.032730405,0.245190927,23,6,74,31,NA,2,19.2,258.3,290.8,44.4,3.95,0.14,24.61,93.36,NA,7.11,78.7,274.83,7.66,0.13,70.67,20.25,116.61,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*all zoop tows were dragged,35,13,16,1,6,22,0,35,0,5,3,0,0,1,1,0,0,0,0,0,1,"Painted,Snapping",1,1,0,2,NA,"minnow sp,lots of small fish-maybe fatheads",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,"backswimmers,damselfly,physid snails",3,*accidentally did two sweep 6s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
